certificate_id,issuer_ca_id,serial_number,not_before,not_after,subject_dn_json,san_identities,validation_type,receiver_common_name,receiver_surname,receiver_serial_number,receiver_country_name,receiver_locality_name,receiver_state_or_province_name,receiver_street_address,receiver_organization_name,receiver_organizational_unit_name,receiver_title,receiver_description,receiver_business_category,receiver_postal_code,receiver_post_office_box,receiver_telephone_number,receiver_name,receiver_given_name,receiver_dn_qualifier,receiver_organization_identifier,receiver_email_address,receiver_unstructured_name,receiver_jurisdiction_locality_name,receiver_jurisdiction_state_or_province_name,receiver_jurisdiction_country_name,parsed_domainname,clean_domain,blacklist_flag,san_identities_list,no_domains,validity_days,domain_length,deeply_nested_subdomains,num_subdomains,hyphen_count,shannon_entropy,suspicious_keyword,suspicious_tld,has_inner_tld,issued_hour_utc,is_weekend,inner_tld_in_subdomain,has_unusual_token,certificate_type_Single,certificate_type_Wildcard,ca_name_Asseco Data Systems S.A. (previously Unizeto Certum),ca_name_Buypass,ca_name_DigiCert,ca_name_GlobalSign nv-sa,ca_name_GoDaddy,ca_name_Google Trust Services LLC,"ca_name_IdenTrust Services, LLC",ca_name_Internet Security Research Group,ca_name_Microsoft Corporation,"ca_name_SECOM Trust Systems CO., LTD.",ca_name_SSL.com,ca_name_Sectigo,ca_name_Taiwan-CA Inc. (TWCA),max_jaro_winkler_similarity
17286141406,256723,0fc9734e071a27643bad2f9390a3d947,2025-03-21 00:00:00,2026-03-31 23:59:59,"{""2-5-4-3"": ""deploy-jingwei.huya.com"", ""2-5-4-6"": ""CN"", ""2-5-4-7"": ""\\345\\271\\277\\345\\267\\236\\345\\270\\202"", ""2-5-4-8"": ""\\345\\271\\277\\344\\270\\234\\347\\234\\201"", ""2-5-4-10"": ""\\345\\271\\277\\345\\267\\236\\350\\231\\216\\347\\211\\231\\344\\277\\241\\346\\201\\257\\347\\247\\221\\346\\212\\200\\346\\234\\211\\351\\231\\220\\345\\205\\254\\345\\217\\270""}","[""deploy-jingwei.huya.com"",""activity.admin.huya.com"",""cdn.sysop.huya.com"",""yaoguo.com"",""huya.info"",""huya.com"",""nimo.tv"",""hy.fan"",""*.kfctest.com"",""*.master.live"",""*.yaoguo.com"",""*.nimolive.com"",""*.nimo.tv"",""*.peiwanlu.com"",""*.huyakeji.com"",""*.local.huya.com"",""*.test.huya.info"",""*.huya.info"",""*.autov.com.cn"",""*.nimo.live"",""*.huya.com"",""*.hy.fan""]",OV,deploy-jingwei.huya.com,,,CN,\345\271\277\345\267\236\345\270\202,\345\271\277\344\270\234\347\234\201,,\345\271\277\345\267\236\350\231\216\347\211\231\344\277\241\346\201\257\347\247\221\346\212\200\346\234\211\351\231\220\345\205\254\345\217\270,,,,,,,,,,,,,,,,,*.huya.com,huya.com,0,"['deploy-jingwei.huya.com', 'activity.admin.huya.com', 'cdn.sysop.huya.com', 'yaoguo.com', 'huya.info', 'huya.com', 'nimo.tv', 'hy.fan', '*.kfctest.com', '*.master.live', '*.yaoguo.com', '*.nimolive.com', '*.nimo.tv', '*.peiwanlu.com', '*.huyakeji.com', '*.local.huya.com', '*.test.huya.info', '*.huya.info', '*.autov.com.cn', '*.nimo.live', '*.huya.com', '*.hy.fan']",22,375,10,0,0,0,3.0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0
17280295361,185752,06498749bdaa58245d4629a13cabfb78,2025-03-21 00:00:00,2026-04-21 23:59:59,"{""2-5-4-3"": ""ssaf-gw-api-prod.az.3pc.att.com"", ""2-5-4-6"": ""US"", ""2-5-4-7"": ""Dallas"", ""2-5-4-8"": ""Texas"", ""2-5-4-10"": ""AT&T Services, Inc.""}","[""ssaf-gw-api-prod.az.3pc.att.com"",""www.att.com"",""ssaf.att.com"",""ssaf-gw-api-prod-e2.az.3pc.att.com"",""ssaf-gw-api-prod-w2.az.3pc.att.com"",""ssaf-azgw-prod-e2.cloud.att.com"",""ssaf-azgw-prod-w2.cloud.att.com"",""az-ssaf-prod-appgw.vci.att.com""]",OV,ssaf-gw-api-prod.az.3pc.att.com,,,US,Dallas,Texas,,"AT&T Services, Inc.",,,,,,,,,,,,,,,,,www.att.com,att.com,0,"['ssaf-gw-api-prod.az.3pc.att.com', 'www.att.com', 'ssaf.att.com', 'ssaf-gw-api-prod-e2.az.3pc.att.com', 'ssaf-gw-api-prod-w2.az.3pc.att.com', 'ssaf-azgw-prod-e2.cloud.att.com', 'ssaf-azgw-prod-w2.cloud.att.com', 'az-ssaf-prod-appgw.vci.att.com']",8,396,11,0,0,0,2.521640636343319,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0
17234685967,105484,00c5eb96205cf0ceaa9710ac68e2789863,2025-03-19 00:00:00,2025-06-17 02:53:03,"{""2-5-4-3"": ""goldenmatrix.com""}","[""goldenmatrix.com"",""*.goldenmatrix.com""]",DV,goldenmatrix.com,,,,,,,,,,,,,,,,,,,,,,,,goldenmatrix.com,goldenmatrix.com,0,"['goldenmatrix.com', '*.goldenmatrix.com']",2,90,16,0,0,0,3.75,0,0,0,0,False,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8833333333333333
17407260167,105493,025ee8962781d1186790b562bf5f71bf,2025-03-26 00:00:00,2026-03-26 23:59:59,"{""2-5-4-3"": ""kbfg.com""}","[""kbfg.com"",""www.kbfg.com""]",DV,kbfg.com,,,,,,,,,,,,,,,,,,,,,,,,www.kbfg.com,kbfg.com,0,"['kbfg.com', 'www.kbfg.com']",2,365,12,0,0,0,3.0,0,0,0,0,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.9166666666666666
17050794261,375280,0166cae300d9969db0cb9b56ba4a1402,2025-03-12 09:27:31,2025-09-08 09:27:31,"{""2-5-4-3"": ""imperva.com""}","[""*.saint-gobain.com"",""*.0.saint-gobain.com"",""offsite.co.uk"",""travorama.fr"",""*.bretagne-materiaux.fr"",""*.sgdbf.fr"",""*.pointp.fr"",""www.travorama.fr"",""*.0-api.saint-gobain.com"",""*.optimera.se"",""marc-dev.lmsg.fr"",""*.cedeo.fr"",""*.api.saint-gobain.com"",""*.e-xperience.pt"",""*.offsite.co.uk"",""imperva.com""]",DV,imperva.com,,,,,,,,,,,,,,,,,,,,,,,,*.saint-gobain.com,saint-gobain.com,0,"['*.saint-gobain.com', '*.0.saint-gobain.com', 'offsite.co.uk', 'travorama.fr', '*.bretagne-materiaux.fr', '*.sgdbf.fr', '*.pointp.fr', 'www.travorama.fr', '*.0-api.saint-gobain.com', '*.optimera.se', 'marc-dev.lmsg.fr', '*.cedeo.fr', '*.api.saint-gobain.com', '*.e-xperience.pt', '*.offsite.co.uk', 'imperva.com']",16,180,18,0,0,1,3.5,0,0,0,9,False,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.8941176470588236
17539028168,105487,00e0d117034c02e76d18052dbd9e17b337,2025-03-31 00:00:00,2026-03-31 23:59:59,"{""2-5-4-3"": ""www.pnc.com"", ""2-5-4-6"": ""US"", ""2-5-4-8"": ""Pennsylvania"", ""2-5-4-10"": ""The PNC Financial Services Group, Inc.""}","[""www.pnc.com"",""2016donedeal.com"",""2017donedeal.com"",""2018donedeal.com"",""alp.pnc.com"",""businessbanker.pnc.com"",""collegeloans.pnc.com"",""collegetuition.pnc.com"",""donedeal.pnc.com"",""eduloans.pncbank.com"",""executivecardbenefits.com"",""gcc.pnc.com"",""hawthorn-pnc.com"",""hawthorn.pnc.com"",""ideas.pnc.com"",""longwood.pnc.com"",""nationalcollegiate.pnc.com"",""orig-www.pnc.com"",""osu.pnc.com"",""pnc.ca"",""pnc.com"",""pncartsalive.com"",""pncbank.com"",""pncboringbeforebrilliance.com"",""pncbusinesscredit.ca"",""pncbusinesscredit.co.uk"",""pncbusinesscredit.com"",""pncchristmaspriceindex.com"",""pnccommunityinvolvement.com"",""pnccrezcaconexito.com"",""pncerieview.com"",""pncgrowupgreat.com"",""pnclegacyproject.com"",""pncmezzanine.com"",""pnconcampus.com"",""pncpointofview.com"",""pncpov.com"",""pncriverarcapital.com"",""pncriverarch.com"",""pncriverarchcap.com"",""pncsites.com"",""resourceloans.com"",""riverarch.com"",""riverarchcap.com"",""riverarchcapital.com"",""sccfunding.com"",""sisforsavings.com"",""sisforsavings.net"",""steelfund.com"",""welcome.pnc.com"",""www.executivecardbenefits.com"",""www.pncbank.com"",""www.pnclegacyproject.com"",""www.riverarch.com""]",OV,www.pnc.com,,,US,,Pennsylvania,,"The PNC Financial Services Group, Inc.",,,,,,,,,,,,,,,,,www.pnc.com,pnc.com,0,"['www.pnc.com', '2016donedeal.com', '2017donedeal.com', '2018donedeal.com', 'alp.pnc.com', 'businessbanker.pnc.com', 'collegeloans.pnc.com', 'collegetuition.pnc.com', 'donedeal.pnc.com', 'eduloans.pncbank.com', 'executivecardbenefits.com', 'gcc.pnc.com', 'hawthorn-pnc.com', 'hawthorn.pnc.com', 'ideas.pnc.com', 'longwood.pnc.com', 'nationalcollegiate.pnc.com', 'orig-www.pnc.com', 'osu.pnc.com', 'pnc.ca', 'pnc.com', 'pncartsalive.com', 'pncbank.com', 'pncboringbeforebrilliance.com', 'pncbusinesscredit.ca', 'pncbusinesscredit.co.uk', 'pncbusinesscredit.com', 'pncchristmaspriceindex.com', 'pnccommunityinvolvement.com', 'pnccrezcaconexito.com', 'pncerieview.com', 'pncgrowupgreat.com', 'pnclegacyproject.com', 'pncmezzanine.com', 'pnconcampus.com', 'pncpointofview.com', 'pncpov.com', 'pncriverarcapital.com', 'pncriverarch.com', 'pncriverarchcap.com', 'pncsites.com', 'resourceloans.com', 'riverarch.com', 'riverarchcap.com', 'riverarchcapital.com', 'sccfunding.com', 'sisforsavings.com', 'sisforsavings.net', 'steelfund.com', 'welcome.pnc.com', 'www.executivecardbenefits.com', 'www.pncbank.com', 'www.pnclegacyproject.com', 'www.riverarch.com']",54,365,11,0,0,0,2.521640636343319,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
17117778450,295814,04869fe38a83afe472af43f0221b24726317,2025-03-10 10:58:04,2025-06-08 10:58:03,"{""2-5-4-3"": ""www.908devices.com""}","[""www.908devices.com""]",DV,www.908devices.com,,,,,,,,,,,,,,,,,,,,,,,,www.908devices.com,908devices.com,0,['www.908devices.com'],1,89,18,0,0,0,3.521640636343318,0,0,0,10,False,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9272727272727272
17058001996,295810,03b32e57eff3dabbad8607710065ede7f7f2,2025-03-11 19:02:31,2025-06-09 19:02:30,"{""2-5-4-3"": ""tsmc.com""}","[""*.oluat.tsmc.com"",""*.tsmc.com"",""tsmc.com""]",DV,tsmc.com,,,,,,,,,,,,,,,,,,,,,,,,*.tsmc.com,tsmc.com,0,"['*.oluat.tsmc.com', '*.tsmc.com', 'tsmc.com']",3,89,10,0,0,0,2.5,0,0,0,19,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.925
17228890376,375280,01351eb0bf00f3be6b8353080ef39d40,2025-03-18 07:40:12,2025-03-19 07:39:34,"{""2-5-4-3"": ""imperva.com""}","[""*.enel.com"",""imperva.com""]",DV,imperva.com,,,,,,,,,,,,,,,,,,,,,,,,*.enel.com,enel.com,0,"['*.enel.com', 'imperva.com']",2,0,10,0,0,0,2.75,0,0,0,7,False,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
17470075484,105487,00e1cb948654aec9a6fa89b25d9b65b434,2025-03-28 00:00:00,2026-03-28 23:59:59,"{""2-5-4-3"": ""manulife.com"", ""2-5-4-6"": ""CA"", ""2-5-4-8"": ""Ontario"", ""2-5-4-10"": ""Manulife Financial Corporation""}","[""manulife.com"",""6898.manulife.com"",""claims.manulife.com.ph"",""gft-api.manulife.com"",""gft-uat-api.manulife.com"",""uat.api.mobile.myplan.johnhancock.com"",""uat.pci.manulife.ca"",""www-aem-prod.assurance-manuvie.ca"",""www-aem-prod.bank.manulife.ca"",""www-aem-prod.bank.manuvie.ca"",""www-aem-prod.cpao.manulife.ca"",""www-aem-prod.cpao.manuvie.ca"",""www-aem-prod.manulife-group-plans.ca"",""www-aem-prod.manulife-insurance.ca"",""www-aem-prod.manulife-securities.manuvie.ca"",""www.claims.manulife.com.ph"",""www.manulife.com""]",OV,manulife.com,,,CA,,Ontario,,Manulife Financial Corporation,,,,,,,,,,,,,,,,,manulife.com,manulife.com,0,"['manulife.com', '6898.manulife.com', 'claims.manulife.com.ph', 'gft-api.manulife.com', 'gft-uat-api.manulife.com', 'uat.api.mobile.myplan.johnhancock.com', 'uat.pci.manulife.ca', 'www-aem-prod.assurance-manuvie.ca', 'www-aem-prod.bank.manulife.ca', 'www-aem-prod.bank.manuvie.ca', 'www-aem-prod.cpao.manulife.ca', 'www-aem-prod.cpao.manuvie.ca', 'www-aem-prod.manulife-group-plans.ca', 'www-aem-prod.manulife-insurance.ca', 'www-aem-prod.manulife-securities.manuvie.ca', 'www.claims.manulife.com.ph', 'www.manulife.com']",17,365,12,0,0,0,3.41829583405449,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
17230318738,295815,0641c30fef4809227785ae82b85ca6f152e8,2025-03-19 04:57:44,2025-06-17 04:57:43,"{""2-5-4-3"": ""*.lulus.com""}","[""*.lulus.com""]",DV,*.lulus.com,,,,,,,,,,,,,,,,,,,,,,,,*.lulus.com,lulus.com,0,['*.lulus.com'],1,89,11,0,0,0,2.7254805569978675,0,0,0,4,False,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9058823529411764
16989273005,295814,04c704321912103760d9338269ef2725e5ee,2025-03-03 12:23:02,2025-06-01 12:23:01,"{""2-5-4-3"": ""www.ioneer.com""}","[""ioneer.com"",""ioneer.com.au"",""www.ioneer.com"",""www.ioneer.com.au""]",DV,www.ioneer.com,,,,,,,,,,,,,,,,,,,,,,,,ioneer.com,ioneer.com,0,"['ioneer.com', 'ioneer.com.au', 'www.ioneer.com', 'www.ioneer.com.au']",4,89,10,0,0,0,2.9219280948873627,0,0,0,12,False,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9696969696969696
16962413727,295814,04c420792e58feae239c9cde8b05c366093b,2025-03-01 14:17:28,2025-05-30 14:17:27,"{""2-5-4-3"": ""clarivate.com""}","[""clarivate.com"",""www.clarivate.com""]",DV,clarivate.com,,,,,,,,,,,,,,,,,,,,,,,,www.clarivate.com,clarivate.com,0,"['clarivate.com', 'www.clarivate.com']",2,89,17,0,0,0,3.392747410448785,0,0,0,14,True,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0
17189911688,904,257f532724089d43,2025-03-17 17:12:40,2025-04-25 18:48:08,"{""2-5-4-3"": ""*.wpcarey.com""}","[""*.wpcarey.com"",""wpcarey.com""]",DV,*.wpcarey.com,,,,,,,,,,,,,,,,,,,,,,,,*.wpcarey.com,wpcarey.com,0,"['*.wpcarey.com', 'wpcarey.com']",2,39,13,0,0,0,3.277613436819116,0,0,0,17,False,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9151515151515152
